MES/AÑO,TIPO CLIENTES,PRODUCTO,VENTAS (TON)
201905,CLIENTES GRANDES,A10,8.563968
201905,CLIENTES GRANDES,A11,10.65312
201905,CLIENTES GRANDES,A12,3.86532
201905,CLIENTES GRANDES,A13,9.8532
201905,CLIENTES GRANDES,A14,20.090592
201905,CLIENTES GRANDES,A15,9.6228
201905,CLIENTES GRANDES,A16,2.068416
201905,CLIENTES GRANDES,A17,6.4152
201905,CLIENTES GRANDES,A18,20.337984
201905,CLIENTES GRANDES,A19,56.84212
201905,CLIENTES GRANDES,A20,64.617984
201905,CLIENTES GRANDES,A21,94.943232
201905,CLIENTES GRANDES,A22,8.667
201905,CLIENTES GRANDES,A23,127.008
201905,CLIENTES GRANDES,A24,12.011328
201905,CLIENTES PEQUEÑOS,A1,35.8102
201905,CLIENTES PEQUEÑOS,A2,50.547015
201905,CLIENTES PEQUEÑOS,A3,28.86655
201905,CLIENTES PEQUEÑOS,A4,89.607744
201905,CLIENTES PEQUEÑOS,A5,28.392104
201905,CLIENTES PEQUEÑOS,A6,3.105492
201905,CLIENTES PEQUEÑOS,A7,1.75539
201905,CLIENTES PEQUEÑOS,A8,19.852264
201905,CLIENTES PEQUEÑOS,A9,103.084388
201905,CLIENTES PEQUEÑOS,A10,21.809928
201905,CLIENTES PEQUEÑOS,A11,2.142594
201905,CLIENTES PEQUEÑOS,A14,11.506486
201905,CLIENTES PEQUEÑOS,A15,2.722599
201905,CLIENTES PEQUEÑOS,A16,1.814512
201905,CLIENTES PEQUEÑOS,A17,4.88035
201905,CLIENTES PEQUEÑOS,A18,388.869876
201905,CLIENTES PEQUEÑOS,A19,80.72505
201905,CLIENTES PEQUEÑOS,A20,53.835777
201905,CLIENTES PEQUEÑOS,A21,129.395636
201905,CLIENTES PEQUEÑOS,A22,31.90015
201905,CLIENTES PEQUEÑOS,A23,124.81866
201905,CLIENTES PEQUEÑOS,A25,37.81728
201906,CLIENTES GRANDES,A1,23.5872
201906,CLIENTES GRANDES,A2,47.63016
201906,CLIENTES GRANDES,A3,3.5256
201906,CLIENTES GRANDES,A4,63.120312
201906,CLIENTES GRANDES,A5,19.848192
201906,CLIENTES GRANDES,A6,3.724032
201906,CLIENTES GRANDES,A7,3.654144
201906,CLIENTES GRANDES,A8,38.514178
201906,CLIENTES GRANDES,A9,16.31232
201906,CLIENTES GRANDES,A10,10.03968
201906,CLIENTES GRANDES,A11,8.584704
201906,CLIENTES GRANDES,A12,4.7142
201906,CLIENTES GRANDES,A13,9.704137
201906,CLIENTES GRANDES,A14,24.288552
201906,CLIENTES GRANDES,A15,11.112255
201906,CLIENTES GRANDES,A16,3.53808
201906,CLIENTES GRANDES,A17,5.4659
201906,CLIENTES GRANDES,A18,17.091968
201906,CLIENTES GRANDES,A19,49.8417
201906,CLIENTES GRANDES,A20,127.680192
201906,CLIENTES GRANDES,A21,110.461104
201906,CLIENTES GRANDES,A22,10.3774
201906,CLIENTES GRANDES,A23,105.021072
201906,CLIENTES GRANDES,A24,12.803616
201906,CLIENTES PEQUEÑOS,A1,43.356
201906,CLIENTES PEQUEÑOS,A2,54.487575
201906,CLIENTES PEQUEÑOS,A3,26.4401
201906,CLIENTES PEQUEÑOS,A4,104.4918
201906,CLIENTES PEQUEÑOS,A5,25.822238
201906,CLIENTES PEQUEÑOS,A6,2.855112
201906,CLIENTES PEQUEÑOS,A7,2.51589
201906,CLIENTES PEQUEÑOS,A8,23.742362
201906,CLIENTES PEQUEÑOS,A9,166.767083
201906,CLIENTES PEQUEÑOS,A10,27.168582
201906,CLIENTES PEQUEÑOS,A11,3.821616
201906,CLIENTES PEQUEÑOS,A14,8.790577
201906,CLIENTES PEQUEÑOS,A15,6.080052
201906,CLIENTES PEQUEÑOS,A16,2.190832
201906,CLIENTES PEQUEÑOS,A17,6.2306
201906,CLIENTES PEQUEÑOS,A18,364.29106
201906,CLIENTES PEQUEÑOS,A19,49.523043
201906,CLIENTES PEQUEÑOS,A20,72.014321
201906,CLIENTES PEQUEÑOS,A21,102.47073
201906,CLIENTES PEQUEÑOS,A22,37.8397
201906,CLIENTES PEQUEÑOS,A23,116.03394
201906,CLIENTES PEQUEÑOS,A25,40.29912
201907,CLIENTES GRANDES,A1,8.1648
201907,CLIENTES GRANDES,A2,41.5692
201907,CLIENTES GRANDES,A3,3.7752
201907,CLIENTES GRANDES,A4,35.755776
201907,CLIENTES GRANDES,A5,19.249152
201907,CLIENTES GRANDES,A6,3.234816
201907,CLIENTES GRANDES,A7,3.404544
201907,CLIENTES GRANDES,A8,19.369056
201907,CLIENTES GRANDES,A9,12.2484
201907,CLIENTES GRANDES,A10,6.709248
201907,CLIENTES GRANDES,A11,11.83896
201907,CLIENTES GRANDES,A12,3.71952
201907,CLIENTES GRANDES,A13,6.61986
201907,CLIENTES GRANDES,A14,14.193576
201907,CLIENTES GRANDES,A15,10.307088
201907,CLIENTES GRANDES,A16,2.159136
201907,CLIENTES GRANDES,A17,6.1857
201907,CLIENTES GRANDES,A18,23.674048
201907,CLIENTES GRANDES,A19,49.012618
201907,CLIENTES GRANDES,A20,66.115152
201907,CLIENTES GRANDES,A21,95.751072
201907,CLIENTES GRANDES,A22,7.047
201907,CLIENTES GRANDES,A23,78.345792
201907,CLIENTES GRANDES,A24,9.731232
201907,CLIENTES GRANDES,A25,2.55096
201907,CLIENTES PEQUEÑOS,A1,31.54072
201907,CLIENTES PEQUEÑOS,A2,31.29849
201907,CLIENTES PEQUEÑOS,A3,24.1515
201907,CLIENTES PEQUEÑOS,A4,89.190936
201907,CLIENTES PEQUEÑOS,A5,19.343922
201907,CLIENTES PEQUEÑOS,A6,2.378376
201907,CLIENTES PEQUEÑOS,A7,1.395758
201907,CLIENTES PEQUEÑOS,A8,17.080886
201907,CLIENTES PEQUEÑOS,A9,96.524787
201907,CLIENTES PEQUEÑOS,A10,19.982172
201907,CLIENTES PEQUEÑOS,A11,6.741414
201907,CLIENTES PEQUEÑOS,A14,5.091349
201907,CLIENTES PEQUEÑOS,A15,3.953697
201907,CLIENTES PEQUEÑOS,A16,1.74314
201907,CLIENTES PEQUEÑOS,A17,7.55545
201907,CLIENTES PEQUEÑOS,A18,289.16999
201907,CLIENTES PEQUEÑOS,A19,65.321999
201907,CLIENTES PEQUEÑOS,A20,55.991619
201907,CLIENTES PEQUEÑOS,A21,105.469802
201907,CLIENTES PEQUEÑOS,A22,30.9456
201907,CLIENTES PEQUEÑOS,A23,84.946932
201907,CLIENTES PEQUEÑOS,A25,8.62704
201908,CLIENTES GRANDES,A1,18.808
201908,CLIENTES GRANDES,A2,37.128
201908,CLIENTES GRANDES,A3,3.488
201908,CLIENTES GRANDES,A4,37.555
201908,CLIENTES GRANDES,A5,21.165
201908,CLIENTES GRANDES,A6,6.584
201908,CLIENTES GRANDES,A7,3.216
201908,CLIENTES GRANDES,A8,41.086
201908,CLIENTES GRANDES,A9,13.308
201908,CLIENTES GRANDES,A10,9.648
201908,CLIENTES GRANDES,A11,6.96
201908,CLIENTES GRANDES,A12,6.319
201908,CLIENTES GRANDES,A13,9.421
201908,CLIENTES GRANDES,A14,19.97
201908,CLIENTES GRANDES,A15,8.259
201908,CLIENTES GRANDES,A16,2.122
201908,CLIENTES GRANDES,A17,6.816
201908,CLIENTES GRANDES,A18,14.192
201908,CLIENTES GRANDES,A19,40.806
201908,CLIENTES GRANDES,A20,90.816
201908,CLIENTES GRANDES,A21,91.347
201908,CLIENTES GRANDES,A22,7.963
201908,CLIENTES GRANDES,A23,112.903
201908,CLIENTES GRANDES,A24,13.124
201908,CLIENTES GRANDES,A26,1.645
201908,CLIENTES GRANDES,A25,5.141
201908,CLIENTES PEQUEÑOS,A1,41.14
201908,CLIENTES PEQUEÑOS,A2,47.538
201908,CLIENTES PEQUEÑOS,A3,26.225
201908,CLIENTES PEQUEÑOS,A4,76.264
201908,CLIENTES PEQUEÑOS,A5,22.374
201908,CLIENTES PEQUEÑOS,A6,3.191
201908,CLIENTES PEQUEÑOS,A7,1.289
201908,CLIENTES PEQUEÑOS,A8,23.394
201908,CLIENTES PEQUEÑOS,A9,118.513
201908,CLIENTES PEQUEÑOS,A10,25.359
201908,CLIENTES PEQUEÑOS,A11,3.559
201908,CLIENTES PEQUEÑOS,A14,2.996
201908,CLIENTES PEQUEÑOS,A15,3.521
201908,CLIENTES PEQUEÑOS,A16,2.018
201908,CLIENTES PEQUEÑOS,A17,4.718
201908,CLIENTES PEQUEÑOS,A18,487.378
201908,CLIENTES PEQUEÑOS,A19,45.105
201908,CLIENTES PEQUEÑOS,A20,60.981
201908,CLIENTES PEQUEÑOS,A21,109.453
201908,CLIENTES PEQUEÑOS,A22,36.839
201908,CLIENTES PEQUEÑOS,A23,100.573
201908,CLIENTES PEQUEÑOS,A25,19.842
201909,CLIENTES GRANDES,A1,23.34528
201909,CLIENTES GRANDES,A2,46.89576
201909,CLIENTES GRANDES,A3,4.2048
201909,CLIENTES GRANDES,A4,52.199424
201909,CLIENTES GRANDES,A5,21.695232
201909,CLIENTES GRANDES,A6,3.938688
201909,CLIENTES GRANDES,A7,5.531136
201909,CLIENTES GRANDES,A8,42.587664
201909,CLIENTES GRANDES,A9,18.16728
201909,CLIENTES GRANDES,A10,10.277568
201909,CLIENTES GRANDES,A11,17.76816
201909,CLIENTES GRANDES,A12,4.83084
201909,CLIENTES GRANDES,A13,8.86374
201909,CLIENTES GRANDES,A14,29.16216
201909,CLIENTES GRANDES,A15,9.972072
201909,CLIENTES GRANDES,A16,2.17728
201909,CLIENTES GRANDES,A17,6.6366
201909,CLIENTES GRANDES,A18,28.785344
201909,CLIENTES GRANDES,A19,59.313236
201909,CLIENTES GRANDES,A20,90.794448
201909,CLIENTES GRANDES,A21,107.538192
201909,CLIENTES GRANDES,A22,9.3447
201909,CLIENTES GRANDES,A23,100.529856
201909,CLIENTES GRANDES,A24,11.993184
201909,CLIENTES GRANDES,A26,2.677248
201909,CLIENTES GRANDES,A25,3.78432
201909,CLIENTES PEQUEÑOS,A1,40.90832
201909,CLIENTES PEQUEÑOS,A2,50.182425
201909,CLIENTES PEQUEÑOS,A3,30.9917
201909,CLIENTES PEQUEÑOS,A4,112.473792
201909,CLIENTES PEQUEÑOS,A5,24.362806
201909,CLIENTES PEQUEÑOS,A6,3.224
201909,CLIENTES PEQUEÑOS,A7,2.369406
201909,CLIENTES PEQUEÑOS,A8,24.796976
201909,CLIENTES PEQUEÑOS,A9,174.21874
201909,CLIENTES PEQUEÑOS,A10,28.072464
201909,CLIENTES PEQUEÑOS,A11,3.16098
201909,CLIENTES PEQUEÑOS,A14,5.727943
201909,CLIENTES PEQUEÑOS,A15,4.68699
201909,CLIENTES PEQUEÑOS,A16,2.045428
201909,CLIENTES PEQUEÑOS,A17,6.51845
201909,CLIENTES PEQUEÑOS,A18,401.792166
201909,CLIENTES PEQUEÑOS,A19,66.033464
201909,CLIENTES PEQUEÑOS,A20,80.21785
201909,CLIENTES PEQUEÑOS,A21,120.335928
201909,CLIENTES PEQUEÑOS,A22,39.5255
201909,CLIENTES PEQUEÑOS,A23,136.868544
201909,CLIENTES PEQUEÑOS,A25,13.12632
201910,CLIENTES GRANDES,A1,11.10048
201910,CLIENTES GRANDES,A2,28.18755
201910,CLIENTES GRANDES,A3,2.3736
201910,CLIENTES GRANDES,A4,49.405644
201910,CLIENTES GRANDES,A5,16.817866
201910,CLIENTES GRANDES,A6,2.89536
201910,CLIENTES GRANDES,A7,2.011776
201910,CLIENTES GRANDES,A8,30.513126
201910,CLIENTES GRANDES,A9,9.14028
201910,CLIENTES GRANDES,A10,8.182944
201910,CLIENTES GRANDES,A11,8.538048
201910,CLIENTES GRANDES,A12,3.995928
201910,CLIENTES GRANDES,A13,9.757451
201910,CLIENTES GRANDES,A14,16.146
201910,CLIENTES GRANDES,A15,8.068698
201910,CLIENTES GRANDES,A16,1.729728
201910,CLIENTES GRANDES,A17,4.83015
201910,CLIENTES GRANDES,A18,19.557568
201910,CLIENTES GRANDES,A19,41.253886
201910,CLIENTES GRANDES,A20,54.210476
201910,CLIENTES GRANDES,A21,44.328078
201910,CLIENTES GRANDES,A22,8.0541
201910,CLIENTES GRANDES,A23,77.009112
201910,CLIENTES GRANDES,A24,12.289356
201910,CLIENTES GRANDES,A26,1.63584
201910,CLIENTES GRANDES,A25,2.1168
201910,CLIENTES PEQUEÑOS,A1,19.87104
201910,CLIENTES PEQUEÑOS,A2,30.55311
201910,CLIENTES PEQUEÑOS,A3,16.9564
201910,CLIENTES PEQUEÑOS,A4,46.973952
201910,CLIENTES PEQUEÑOS,A5,15.48924
201910,CLIENTES PEQUEÑOS,A6,1.439724
201910,CLIENTES PEQUEÑOS,A7,1.19652
201910,CLIENTES PEQUEÑOS,A8,12.308124
201910,CLIENTES PEQUEÑOS,A9,162.798159
201910,CLIENTES PEQUEÑOS,A10,14.638932
201910,CLIENTES PEQUEÑOS,A11,0.222966
201910,CLIENTES PEQUEÑOS,A14,3.986889
201910,CLIENTES PEQUEÑOS,A15,2.080782
201910,CLIENTES PEQUEÑOS,A16,1.033956
201910,CLIENTES PEQUEÑOS,A17,2.7856
201910,CLIENTES PEQUEÑOS,A18,225.377548
201910,CLIENTES PEQUEÑOS,A19,48.53181
201910,CLIENTES PEQUEÑOS,A20,42.750762
201910,CLIENTES PEQUEÑOS,A21,62.974392
201910,CLIENTES PEQUEÑOS,A22,24.19835
201910,CLIENTES PEQUEÑOS,A23,77.323248
201910,CLIENTES PEQUEÑOS,A25,4.76904
201911,CLIENTES GRANDES,A1,23.97024
201911,CLIENTES GRANDES,A2,41.15448
201911,CLIENTES GRANDES,A3,2.8824
201911,CLIENTES GRANDES,A4,61.053696
201911,CLIENTES GRANDES,A5,20.786688
201911,CLIENTES GRANDES,A6,2.950272
201911,CLIENTES GRANDES,A7,3.624192
201911,CLIENTES GRANDES,A8,41.71944
201911,CLIENTES GRANDES,A9,24.58176
201911,CLIENTES GRANDES,A10,8.55792
201911,CLIENTES GRANDES,A11,6.368544
201911,CLIENTES GRANDES,A12,4.53276
201911,CLIENTES GRANDES,A13,7.10424
201911,CLIENTES GRANDES,A14,18.461088
201911,CLIENTES GRANDES,A15,9.059688
201911,CLIENTES GRANDES,A16,2.122848
201911,CLIENTES GRANDES,A17,5.3217
201911,CLIENTES GRANDES,A18,18.884352
201911,CLIENTES GRANDES,A19,38.311976
201911,CLIENTES GRANDES,A20,77.431824
201911,CLIENTES GRANDES,A21,79.57224
201911,CLIENTES GRANDES,A22,8.4159
201911,CLIENTES GRANDES,A23,101.267712
201911,CLIENTES GRANDES,A24,12.79152
201911,CLIENTES GRANDES,A26,2.087424
201911,CLIENTES GRANDES,A25,2.2788
201911,CLIENTES PEQUEÑOS,A1,23.66464
201911,CLIENTES PEQUEÑOS,A2,44.610345
201911,CLIENTES PEQUEÑOS,A3,24.3207
201911,CLIENTES PEQUEÑOS,A4,62.127972
201911,CLIENTES PEQUEÑOS,A5,23.843144
201911,CLIENTES PEQUEÑOS,A6,2.65148
201911,CLIENTES PEQUEÑOS,A7,0.998374
201911,CLIENTES PEQUEÑOS,A8,20.233936
201911,CLIENTES PEQUEÑOS,A9,164.330045
201911,CLIENTES PEQUEÑOS,A10,22.989204
201911,CLIENTES PEQUEÑOS,A11,3.034242
201911,CLIENTES PEQUEÑOS,A14,5.001166
201911,CLIENTES PEQUEÑOS,A15,4.389891
201911,CLIENTES PEQUEÑOS,A16,1.47364
201911,CLIENTES PEQUEÑOS,A17,5.1976
201911,CLIENTES PEQUEÑOS,A18,398.382067
201911,CLIENTES PEQUEÑOS,A19,55.879047
201911,CLIENTES PEQUEÑOS,A20,78.540344
201911,CLIENTES PEQUEÑOS,A21,122.613588
201911,CLIENTES PEQUEÑOS,A22,33.40145
201911,CLIENTES PEQUEÑOS,A23,97.733196
201911,CLIENTES PEQUEÑOS,A25,7.73496
201912,CLIENTES GRANDES,A1,19.67616
201912,CLIENTES GRANDES,A2,42.45552
201912,CLIENTES GRANDES,A3,2.9088
201912,CLIENTES GRANDES,A4,57.950208
201912,CLIENTES GRANDES,A5,16.463616
201912,CLIENTES GRANDES,A6,3.26976
201912,CLIENTES GRANDES,A7,2.865408
201912,CLIENTES GRANDES,A8,35.124768
201912,CLIENTES GRANDES,A9,19.83816
201912,CLIENTES GRANDES,A10,9.13248
201912,CLIENTES GRANDES,A11,7.612704
201912,CLIENTES GRANDES,A12,4.627188
201912,CLIENTES GRANDES,A13,9.965946
201912,CLIENTES GRANDES,A14,17.825184
201912,CLIENTES GRANDES,A15,7.4844
201912,CLIENTES GRANDES,A16,2.104704
201912,CLIENTES GRANDES,A17,6.0669
201912,CLIENTES GRANDES,A18,19.909184
201912,CLIENTES GRANDES,A19,38.918464
201912,CLIENTES GRANDES,A20,83.377428
201912,CLIENTES GRANDES,A21,73.799856
201912,CLIENTES GRANDES,A22,8.6238
201912,CLIENTES GRANDES,A23,93.078648
201912,CLIENTES GRANDES,A24,8.908704
201912,CLIENTES GRANDES,A26,1.40544
201912,CLIENTES GRANDES,A25,3.03048
201912,CLIENTES PEQUEÑOS,A1,22.68692
201912,CLIENTES PEQUEÑOS,A2,37.45035
201912,CLIENTES PEQUEÑOS,A3,19.1503
201912,CLIENTES PEQUEÑOS,A4,68.120136
201912,CLIENTES PEQUEÑOS,A5,21.33378
201912,CLIENTES PEQUEÑOS,A6,1.94272
201912,CLIENTES PEQUEÑOS,A7,1.041612
201912,CLIENTES PEQUEÑOS,A8,15.988956
201912,CLIENTES PEQUEÑOS,A9,153.330675
201912,CLIENTES PEQUEÑOS,A10,21.281106
201912,CLIENTES PEQUEÑOS,A11,2.134026
201912,CLIENTES PEQUEÑOS,A14,4.361973
201912,CLIENTES PEQUEÑOS,A15,2.562648
201912,CLIENTES PEQUEÑOS,A16,1.748656
201912,CLIENTES PEQUEÑOS,A17,3.3472
201912,CLIENTES PEQUEÑOS,A18,319.947177
201912,CLIENTES PEQUEÑOS,A19,53.194097
201912,CLIENTES PEQUEÑOS,A20,46.810365
201912,CLIENTES PEQUEÑOS,A21,88.797086
201912,CLIENTES PEQUEÑOS,A22,32.67485
201912,CLIENTES PEQUEÑOS,A23,114.75108
201912,CLIENTES PEQUEÑOS,A25,4.57272
